,DAPR,DAPR_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES
22,,,1942-09-16,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",,,,,USC00190190,,,,,,,,,    1,",,6",,,,,,,,,,,,,,,,,,,,
23,,,1942-09-17,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,1942-09-18,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,    1,",,6",,,,,,,,,,
25,,,1942-09-19,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,,,
26,,,1942-09-20,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,1942-09-21,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.09,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,1942-09-22,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,1942-09-23,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,1942-09-24,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,    1,",,6",,,,,,,,,,,,,,,,,,,,
31,,,1942-09-25,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.03,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,1942-09-26,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,1942-09-27,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.05,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,1942-09-28,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",1.19,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,1942-09-29,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,1942-09-30,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,1942-10-01,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,1942-10-02,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,1942-10-03,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,1942-10-04,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,1942-10-05,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.02,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,1942-10-06,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.57,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,1942-10-07,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,1942-10-08,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,    1,",,6",,,,,,,,,,
45,,,1942-10-09,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,1942-10-10,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,1942-10-11,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,1942-10-12,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,1942-10-13,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,1942-10-14,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,1942-10-15,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,1942-10-16,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,1942-10-17,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,1942-10-18,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.71,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,1942-10-19,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,1942-10-20,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,1942-10-21,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,1942-10-22,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.55,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,1942-10-23,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",,,,,USC00190190,,,,,,,,,    1,",,6",,,,,,,,,,,,,,,,,,,,
60,,,1942-10-24,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.34,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,1942-10-25,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,1942-10-26,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,,,
63,,,1942-10-27,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.67,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,1942-10-28,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,    1,",,6",,,,,,,,,,
65,,,1942-10-29,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,1942-10-30,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,    1,",,6",,,,,,,,,,
67,,,1942-10-31,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,1942-11-01,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.22,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,
69,,,1942-11-02,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.37,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,1942-11-03,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.52,",,6,",,,,,USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,
71,,,1942-11-04,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.41,",,6,",1.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,1942-11-05,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,1942-11-06,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,1942-11-07,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,1942-11-08,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,1942-11-09,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.02,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,1942-11-10,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,1942-11-11,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.34,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,1942-11-12,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,1942-11-13,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.43,",,6,",0.5,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,
81,,,1942-11-14,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.08,",,6,",0.3,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,1942-11-15,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,1942-11-16,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,1942-11-17,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,1942-11-18,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.10,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,
86,,,1942-11-19,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.26,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,1942-11-20,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,1942-11-21,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.31,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,
89,,,1942-11-22,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.28,",,6,",0.0,"T,,6,",0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,1942-11-23,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,1942-11-24,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,    1,",,6",,,    1,",,6",,,,,,,,,,,,,,,,
92,,,1942-11-25,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.71,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,
93,,,1942-11-26,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.91,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,    1,",,6",,,,,,,,,,,,,,,    1,",,6",,,,
94,,,1942-11-27,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.13,",,6,",,,0.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,1942-11-28,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.15,",,6,",0.8,",,6,",1.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,1942-11-29,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",0.0,"T,,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,1942-11-30,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.40,",,6,",2.5,",,6,",1.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,1942-12-01,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",1.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,1942-12-02,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",1.57,",,6,",3.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,1942-12-03,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",0.0,"T,,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6"
101,,,1942-12-04,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",0.0,"T,,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,1942-12-05,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,1942-12-06,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,1942-12-07,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,1942-12-08,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,1942-12-09,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,1942-12-10,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",0.0,"T,,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,1942-12-11,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",0.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6",,,,
109,,,1942-12-12,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,6,",0.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,1942-12-13,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",0.0,"T,,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,1942-12-14,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.20,",,6,",5.0,",,6,",5.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,1942-12-15,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",5.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,1942-12-16,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,6,",0.1,",,6,",4.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,1942-12-17,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,6,",0.1,",,6,",4.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,1942-12-18,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.10,",,6,",1.0,",,6,",5.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,1942-12-19,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",5.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,1942-12-20,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",5.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,1942-12-21,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",5.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,1942-12-22,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",4.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,1942-12-23,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.21,",,6,",0.0,",,6,",3.0,",,6,",USC00190190,,,,,,,,,    1,",,6",,,,,,,,,,,,,,,,,,,,
121,,,1942-12-24,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",3.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,1942-12-25,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",2.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,1942-12-26,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",2.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,1942-12-27,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",2.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,1942-12-28,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.58,",,6,",0.3,",,6,",2.0,",,6,",USC00190190,,,,,,,,,,,,,    1,",,6",,,,,,,,,,,,,,,,
126,,,1942-12-29,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.30,",,6,",1.0,",,6,",3.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    1,",,6"
127,,,1942-12-30,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.89,",,6,",1.0,",,6,",3.0,",,6,",USC00190190,,,,,,,,,,,,,    1,",,6",,,,,,,,,,,,,,,,
128,,,1942-12-31,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",1.31,",,6,",0.0,",,6,",3.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,1943-01-01,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"P,,6,",0.0,",,6,",3.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,1943-01-02,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,6,",0.1,",,6,",3.0,",,6,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
