,DAPR,DAPR_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT11,WT11_ATTRIBUTES
18,,,2007-05-19,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",1.68,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,53,",,0",37,",,0",43,",,0,0800",,,,,,,,,,,,
19,,,2007-05-20,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.22,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,63,",,0",44,",,0",50,",,0,0800",,,,,,,,,,,,
20,,,2007-05-21,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.29,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,65,",,0",50,",,0",54,",,0,0800",,,,,,,,,,,,
21,,,2007-05-22,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,70,",,0",36,",,0",47,",,0,0800",,,,,,,,,,,,
22,,,2007-05-23,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,72,",,0",39,",,0",57,",,0,0800",,,,,,,,,,,,
23,,,2007-05-24,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",,0",49,",,0",56,",,0,0800",,,,,,,,,,,,
24,,,2007-05-25,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,94,",,0",55,",,0",71,",,0,0800",,,,,,,,,,,,
25,,,2007-05-26,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",,0",58,",,0",76,",,0,0800",,,,,,,,,,,,
26,,,2007-05-27,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,77,",,0",44,",,0",52,",I,0,0800",,,,,,,,,,,,
27,,,2007-05-28,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,83,",,0",58,",I,0",60,",,0,0800",,,,,,,,,,,,
28,,,2007-05-29,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,78,",,0",46,",,0",62,",,0,0800",,,,,,,,,,,,
29,,,2007-05-30,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,83,",,0",45,",,0",56,",,0,0800",,,,,,,,,,,,
30,,,2007-05-31,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,69,",,0",56,",,0",62,",,0,0800",,,,,,,,,,,,
31,,,2007-06-01,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,86,",,0",44,",,0",58,",,0,0800",,,,,,,,,,,,
32,,,2007-06-02,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.09,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,90,",,0",57,",,0",63,",,0,0800",,,,,,,,,,,,
33,,,2007-06-03,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,65,",,0",63,",,0",62,",,0,0800",,,,,,,,,,,,
34,,,2007-06-04,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.50,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,66,",,0",53,",,0",62,",,0,0800",,,,,,,,,,,,
35,,,2007-06-05,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.98,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,78,",,0",58,",,0",64,",,0,0800",,,,,,,,,,,,
36,,,2007-06-06,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,72,",,0",54,",,0",58,",,0,0800",,,,,,,,,,,,
37,,,2007-06-07,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,71,",,0",40,",,0",54,",,0,0800",,,,,,,,,,,,
38,,,2007-06-08,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,78,",,0",53,",,0",63,",,0,0800",,,,,,,,,,,,
39,,,2007-06-09,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,65,",,0",61,",,0",61,",,0,0800",,,,,,,,,,,,
40,,,2007-06-10,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,71,",,0",48,",,0",52,",,0,0800",,,,,,,,,,,,
41,,,2007-06-11,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,77,",,0",53,",,0",62,",,0,0800",,,,,,,,,,,,
42,,,2007-06-12,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.08,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,66,",,0",61,",,0",63,",,0,0800",,,,,,,,,,,,
43,,,2007-06-13,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.03,",,0,0800",,,0.0,"P,,0,",USC00190840,57,",I,0",54,",,0",56,",,0,0800",,,,,,,,,,,,
44,,,2007-06-14,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,61,",,0",51,",,0",55,",,0,0800",,,,,,,,,,,,
45,,,2007-06-15,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,69,",,0",51,",,0",57,",,0,0800",,,,,,,,,,,,
46,,,2007-06-16,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,80,",,0",45,",,0",57,",,0,0800",,,,,,,,,,,,
47,,,2007-06-17,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,88,",,0",57,",,0",60,",,0,0800",,,,,,,,,,,,
48,,,2007-06-18,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,82,",,0",50,",,0",66,",,0,0800",,,,,,,,,,,,
49,,,2007-06-19,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,83,",,0",52,",,0",64,",,0,0800",,,,,,,,,,,,
50,,,2007-06-20,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,76,",,0",61,",,0",66,",,0,0800",,,,,,,,,,,,
51,,,2007-06-21,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.13,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,80,",,0",58,",,0",62,",,0,0800",,,,,,,,,,,,
52,,,2007-06-22,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.25,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,73,",,0",56,",,0",60,",,0,0800",,,,,,,,,,,,
53,,,2007-06-23,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.29,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,72,",,0",51,",,0",60,",,0,0800",,,,,,,,,,,,
54,,,2007-06-24,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,79,",,0",43,",,0",50,",I,0,0800",,,,,,,,,,,,
55,,,2007-06-25,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",,0",53,",I,0",72,",,0,0800",,,,,,,,,,,,
56,,,2007-06-26,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,94,",,0",64,",,0",71,",,0,0800",,,,,,,,,,,,
57,,,2007-06-27,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,94,",,0",70,",,0",75,",,0,0800",,,,,,,,,,,,
58,,,2007-06-28,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,90,",,0",70,",,0",74,",,0,0800",,,,,,,,,,,,
59,,,2007-06-29,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,90,",,0",65,",,0",65,",,0,0800",,,,,,,,,,,,
60,,,2007-06-30,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,81,",,0",52,",,0",63,",,0,0800",,,,,,,,,,,,
61,,,2007-07-01,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.02,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,73,",,0",56,",,0",56,",,0,0800",,,,,,,,,,,,
62,,,2007-07-02,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,74,",,0",42,",,0",59,",,0,0800",,,,,,,,,,,,
63,,,2007-07-03,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,76,",,0",45,",,0",60,",,0,0800",,,,,,,,,,,,
64,,,2007-07-04,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,80,",,0",50,",,0",54,",I,0,0800",,,,,,,,,,,,
65,,,2007-07-05,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.43,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,79,",,0",63,",I,0",67,",,0,0800",,,,,,,,,,,,
66,,,2007-07-06,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.91,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,86,",,0",67,",,0",70,",,0,0800",,,,,,,,,,,,
67,,,2007-07-07,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,84,",,0",56,",,0",60,",,0,0800",,,,,,,,,,,,
68,,,2007-07-08,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,92,",,0",60,",,0",89,",I,0,0800",,,,,,,,,,,,
69,,,2007-07-09,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.70,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",I,0",63,",,0",64,",,0,0800",,,,,,,,,,,,
70,,,2007-07-10,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.07,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,90,",,0",63,",,0",64,",,0,0800",,,,,,,,,,,,
71,,,2007-07-11,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,84,",,0",64,",,0",72,",,0,0800",,,,,,,,,,,,
72,,,2007-07-12,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,84,",,0",70,",,0",72,",,0,0800",,,,,,,,,,,,
73,,,2007-07-13,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,85,",,0",53,",,0",62,",,0,0800",,,,,,,,,,,,
74,,,2007-07-14,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,84,",,0",57,",,0",69,",,0,0800",,,,,,,,,,,,
75,,,2007-07-15,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",,0",66,",,0",68,",,0,0800",,,,,,,,,,,,
76,,,2007-07-16,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.05,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,85,",,0",67,",,0",71,",,0,0800",,,,,,,,,,,,
77,,,2007-07-17,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",,0",55,",,0",64,",,0,0800",,,,,,,,,,,,
78,,,2007-07-18,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,73,",,0",55,",,0",70,",,0,0800",,,,,,,,,,,,
79,,,2007-07-19,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.47,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,85,",,0",55,",,0",70,",,0,0800",,,,,,,,,,,,
80,,,2007-07-20,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.37,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,84,",,0",71,",,0",73,",,0,0800",,,,,,,,,,,,
81,,,2007-07-21,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,78,",,0",58,",,0",61,",,0,0800",,,,,,,,,,,,
82,,,2007-07-22,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,78,",,0",54,",,0",59,",,0,0800",,,,,,,,,,,,
83,,,2007-07-23,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,69,",,0",59,",,0",65,",,0,0800",,,,,,,,,,,,
84,,,2007-07-24,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.12,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,84,",,0",64,",,0",67,",,0,0800",,,,,,,,,,,,
85,,,2007-07-25,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,88,",,0",57,",,0",63,",,0,0800",,,,,,,,,,,,
86,,,2007-07-26,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,89,",,0",57,",,0",66,",,0,0800",,,,,,,,,,,,
87,,,2007-07-27,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,88,",,0",66,",,0",72,",,0,0800",,,,,,,,,,,,
88,,,2007-07-28,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",,0",72,",,0",74,",,0,0800",,,,,,,,,,,,
89,,,2007-07-29,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,88,",,0",67,",,0",68,",,0,0800",,,,,,,,,,,,
90,,,2007-07-30,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",1.55,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",,0",66,",,0",68,",,0,0800",,,,,,,,,,,,
91,,,2007-07-31,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.45,",,0,0800",,,0.0,"P,,0,",USC00190840,,,65,",,0",68,",,0,0800",,,,,,,,,,,,
92,,,2007-08-01,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,86,",,0",63,",,0",72,",,0,0800",,,,,,,,,,,,
93,,,2007-08-02,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,93,",,0",59,",,0",67,",,0,0800",,,,,,,,,,,,
94,,,2007-08-03,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,93,",,0",65,",,0",73,",,0,0800",,,,,,,,,,,,
95,,,2007-08-04,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,92,",,0",73,",,0",77,",,0,0800",,,,,,,,,,,,
96,,,2007-08-05,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,81,",,0",58,",,0",58,",,0,0800",,,,,,,,,,,,
97,,,2007-08-06,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,81,",,0",52,",,0",55,",I,0,0800",,,,,,,,,,,,
98,,,2007-08-07,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.19,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,84,",,0",59,",I,0",70,",,0,0800",,,,,,,,,,,,
99,,,2007-08-08,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.03,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,86,",,0",70,",,0",73,",,0,0800",,,,,,,,,,,,
100,,,2007-08-09,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.12,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,76,",,0",60,",,0",66,",I,0,0800",,,,,,,,,,,,
101,,,2007-08-10,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,63,",I,0",58,",,0",61,",,0,0800",,,,,,,,,,,,
102,,,2007-08-11,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.26,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,84,",,0",47,",,0",56,",,0,0800",,,,,,,,,,,,
103,,,2007-08-12,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,88,",,0",55,",,0",62,",,0,0800",,,,,,,,,,,,
104,,,2007-08-13,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,86,",,0",62,",,0",70,",,0,0800",,,,,,,,,,,,
105,,,2007-08-14,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.05,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,79,",,0",50,",,0",63,",,0,0800",,,,,,,,,,,,
106,,,2007-08-15,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,"P,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,81,",,0",43,",,0",70,",,0,0800",,,,,,,,,,,,
107,,,2007-08-16,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,87,",,0",61,",,0",64,",,0,0800",,,,,,,,,,,,
108,,,2007-08-17,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,82,",,0",64,",,0",71,",,0,0800",,,,,,,,,,,,
109,,,2007-08-18,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.19,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,74,",,0",55,",,0",58,",,0,0800",,,,,,,,,,,,
110,,,2007-08-19,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,76,",,0",43,",,0",46,",,0,0800",,,,,,,,,,,,
111,,,2007-08-20,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,71,",,0",45,",,0",56,",,0,0800",,,,,,,,,,,,
112,,,2007-08-21,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.02,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,68,",,0",47,",,0",58,",,0,0800",,,,,,,,,,,,
113,,,2007-08-22,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,70,",,0",49,",,0",59,",,0,0800",,,,,,,,,,,,
114,,,2007-08-23,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,77,",,0",59,",,0",62,",,0,0800",,,,,,,,,,,,
115,,,2007-08-24,12.2,41.9538,-70.9571,,,"BRIDGEWATER, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190840,85,",,0",62,",,0",72,",,0,0800",,,,,,,,,,,,
